award_id,agency,firm_name,firm_state,award_amount,award_date,award_year,phase,topic_code,primary_cet,primary_score,classification,supporting_cet_1,supporting_score_1,supporting_cet_2,supporting_score_2,text_length,has_abstract,has_solicitation
2507825,NSF,PUMPKINSEED TECHNOLOGIES INC,CA,1249115.0,2025-07-24,2025,Other,BT,biotechnology,89.34821891740881,High,artificial_intelligence,9.63889169188457,advanced_materials,0.5040427020151349,2139,True,True
2528024,NSF,"One Spot Learning, Inc.",PA,1247426.0,2025-07-15,2025,Other,LC,artificial_intelligence,86.6441235791391,High,data_analytics,12.134880463925873,biotechnology,0.8527950752678766,2144,True,True
2447965,NSF,MESPILUS INC,MA,1212800.0,2025-07-15,2025,Other,ET,biotechnology,57.66228396503895,Medium,artificial_intelligence,38.5465175717004,advanced_materials,2.5000828286468524,2719,True,True
2437512,NSF,CPR THERAPEUTICS INC.,VT,1249999.0,2025-07-11,2025,Other,MD,artificial_intelligence,84.86987848173423,High,biotechnology,12.719180291058382,data_analytics,1.5237552379212367,2147,True,True
2349466,NSF,"DRIVE THERAPEUTICS, L.L.C.",NC,990477.0,2025-07-11,2025,Other,PT,biotechnology,63.58613597508227,Medium,advanced_materials,21.576212642340042,artificial_intelligence,13.93417617211998,2148,True,True
2506458,NSF,AALMV INC,FL,1025369.0,2025-07-11,2025,Other,LC,artificial_intelligence,91.6209886335029,High,data_analytics,6.245950241236685,biotechnology,1.5534456513137562,2144,True,True
2436414,NSF,SUPERIOR NANO LLC,MN,1247672.0,2025-07-11,2025,Other,PT,advanced_materials,64.19236904258963,Medium,artificial_intelligence,21.664786993176865,biotechnology,13.516736051198771,2148,True,True
2507490,NSF,OWLFLY,NJ,1250000.0,2025-07-11,2025,Other,ET,artificial_intelligence,50.33553805317331,Medium,biotechnology,30.924883995338188,advanced_materials,17.41503927274818,2149,True,True
2512998,NSF,IIAM CORPORATION,MA,1250000.0,2025-07-11,2025,Other,DH,artificial_intelligence,88.16014084079272,High,data_analytics,5.902265204000723,biotechnology,5.105862585938903,2103,True,True
2451698,NSF,Lavo Life Sciences LLC,GA,1213322.0,2025-07-11,2025,Other,PT,advanced_materials,73.92432605569958,High,biotechnology,14.516616518883191,artificial_intelligence,10.948238113485896,2148,True,True
2506705,NSF,PRAG LLC,FL,1162886.0,2025-07-11,2025,Other,ET,artificial_intelligence,60.43012451715105,Medium,advanced_materials,25.01032081278832,biotechnology,13.17890562082803,2147,True,True
2437435,NSF,Echo Mind Ai Corp,DE,1248811.0,2025-07-09,2025,Other,DH,data_analytics,61.78276653823595,Medium,artificial_intelligence,34.40118025562962,biotechnology,3.527651718312732,2103,True,True
2449755,NSF,Ali Far,CA,1250000.0,2025-07-09,2025,Other,IT,data_analytics,86.14346981046386,High,artificial_intelligence,13.00927523181862,semiconductors,0.7229934025319223,2147,True,True
2451718,NSF,ICORIUM ENGINEERING COMPANY,KS,1249504.0,2025-07-09,2025,Other,CT,artificial_intelligence,83.00353352075265,High,biotechnology,9.27969337327733,advanced_materials,6.280617457102069,2145,True,True
2450654,NSF,HARVEST MOON AUTOMATION INC,MA,1232087.0,2025-07-07,2025,Other,R,artificial_intelligence,82.02156965042886,High,biotechnology,14.90866812712834,data_analytics,1.6785655349486834,2103,True,True
2451615,NSF,CALIS BOOKS INC,CA,1058349.0,2025-07-07,2025,Other,LC,artificial_intelligence,83.53539098303237,High,biotechnology,9.517419227183314,data_analytics,6.598655952942938,2142,True,True
2450656,NSF,STEAM INSTRUMENTS INC,WI,1249623.0,2025-07-07,2025,Other,IH,artificial_intelligence,74.02021037802392,High,biotechnology,13.842460109378555,advanced_materials,7.663854197691709,2103,True,True
2451412,NSF,"ABSTRACTIVE HEALTH, INC.",NY,1250000.0,2025-07-01,2025,Other,DH,artificial_intelligence,92.39205038306231,High,data_analytics,4.4868612980433396,biotechnology,2.349109722610218,2100,True,True
2507613,NSF,"MEMBRANEX, LLC",CT,1248465.0,2025-07-01,2025,Other,AM,artificial_intelligence,67.90084347044811,Medium,biotechnology,23.36040892438626,advanced_materials,7.454881961233731,1732,True,True
2423426,NSF,"CHROMATIR TECHNOLOGIES, LLC",PA,997735.0,2025-07-01,2025,Other,PH,artificial_intelligence,78.68966429856194,High,semiconductors,10.09755440263574,biotechnology,8.982999910728244,2103,True,True
2437984,NSF,"Cache DNA, Inc.",CA,1249319.0,2025-07-01,2025,Other,BT,biotechnology,86.67824148540237,High,artificial_intelligence,11.278102923538778,advanced_materials,1.4144760330673816,1933,True,True
2422363,NSF,INVVAX INC,CA,996606.0,2025-07-01,2025,Other,PT,advanced_materials,72.41827929857003,High,biotechnology,20.57886291326019,artificial_intelligence,6.707719679873502,2148,True,True
2451557,NSF,HELIX EARTH TECHNOLOGIES INC,TX,1247820.0,2025-07-01,2025,Other,EN,artificial_intelligence,87.67205590362096,High,biotechnology,8.150359886439778,advanced_materials,2.5797104657974574,2103,True,True
2450913,NSF,SOSTOS LLC,WV,1236522.0,2025-07-01,2025,Other,AA,artificial_intelligence,72.80449218839881,High,biotechnology,24.655409891596054,data_analytics,1.9698796444138011,2103,True,True
2445824,NSF,M3SIM LLC,IN,1177447.0,2025-07-01,2025,Other,AA,artificial_intelligence,84.26471481888174,High,biotechnology,9.09383845437178,data_analytics,3.301066710413604,2103,True,True
2507879,NSF,"ACROSS AI, INC",CA,305000.0,2025-06-20,2025,Other,HC,artificial_intelligence,83.75604630131663,High,data_analytics,14.531292589149974,biotechnology,1.1362593814366355,3112,True,True
2449073,NSF,"PLEXYMER, INC.",NJ,305000.0,2025-06-20,2025,Other,PT,artificial_intelligence,63.611173822929686,Medium,advanced_materials,20.592494411339338,biotechnology,14.238723125454825,2929,True,True
2451320,NSF,CausaliT LLC,OR,304929.0,2025-06-20,2025,Other,DH,artificial_intelligence,85.54894458874419,High,data_analytics,12.18699017701204,biotechnology,1.3273942562175602,2677,True,True
2444438,NSF,"ENDEAVOR COMPOSITES, INC.",TN,1249998.0,2025-06-15,2025,Other,AM,advanced_materials,93.21276617767417,High,artificial_intelligence,4.069291529649254,biotechnology,2.1170053708870724,2099,True,True
2505705,NSF,"SENTIRE MEDICAL SYSTEMS, INC",FL,1189332.0,2025-06-15,2025,Other,MD,artificial_intelligence,85.44374603009986,High,biotechnology,11.730715177930728,data_analytics,1.789724699560918,2423,True,True
2507635,NSF,X-SIGHT INCORPORATED,MA,1250000.0,2025-06-13,2025,Other,BM,artificial_intelligence,84.40663702068753,High,biotechnology,10.856926524699954,semiconductors,2.197806961711046,2144,True,True
2450595,NSF,HYFI LLC,MI,1244153.0,2025-06-13,2025,Other,AA,data_analytics,65.7990361502021,Medium,artificial_intelligence,33.203395236662104,biotechnology,0.796013391114838,2103,True,True
2506886,NSF,Lybra Bio,MA,304450.0,2025-06-11,2025,Other,BM,artificial_intelligence,59.37622675601012,Medium,biotechnology,38.20403624018131,advanced_materials,1.8465805995055495,2387,True,True
2506634,NSF,"Prompt Diagnostics, Inc.",MD,1250000.0,2025-06-05,2025,Other,BM,artificial_intelligence,70.38455028968764,High,biotechnology,26.819633071292714,advanced_materials,1.9917810437289494,1820,True,True
2451468,NSF,"OPERA BIOSCIENCE, INC.",IL,1248994.0,2025-06-05,2025,Other,BT,biotechnology,93.38596946401154,High,artificial_intelligence,3.0114819896859037,advanced_materials,2.7049692037478623,2139,True,True
